"","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","winner16"
"977",40173,40400,-0.6,40400,6.6,24.2,18.5,51.3,96.3,0.5,0.8,0.7,0,1.7,2,94.6,86.4,1.5,3,82.6,15.4,3567,19.6,18062,69.7,10.4,97700,15796,2.52,17416,32533,23.8,1124,12844,0,2944,4515,0,0,0,0,0,18.4,682130,180705,545843,14163,47630,19,927.25,43.6,"Rep"
"978",117543,117404,0.1,117404,7.1,25.5,13.9,51.1,91.2,2.4,1.8,1.1,0.6,3,7.5,84.9,83.3,3.8,7,84.3,20.2,8408,18.4,51307,64.5,15.6,98300,44849,2.55,21124,40399,18.4,2863,49729,-1.3,6403,9052,0,0.9,0,0,1.9,28,3336561,793412,1967427,17111,182316,371,638.49,183.9,"Rep"
"979",222716,218728,1.8,218733,6.3,24,13.3,50.4,96.4,1.1,0.3,0.7,0,1.4,1.8,94.8,89.2,1.7,3.2,87.4,17.4,17825,30.1,88817,82.6,9.1,152100,80812,2.69,24792,54845,11.3,3961,39960,-0.1,12589,15398,0,0,0,0,0,26.6,1538071,782821,1709786,7919,203297,520,656.63,333.1,"Rep"
"980",54362,52595,3.4,52595,6.5,21.7,11.8,48.8,89.4,4.9,0.7,2,0.3,2.9,4,86,73.8,2.6,4.2,91.6,25.6,6242,22.7,21776,61.4,20.7,139200,20092,2.45,21547,47223,17.6,917,9493,-2.2,2946,4928,0,0,0,0,0,28.5,0,0,412938,7940,56687,75,829.28,63.4,"Rep"
"981",35439,35571,-0.4,35571,6.6,24.7,16.9,50.7,95.8,0.9,0.8,0.5,0.1,1.9,2.2,93.8,83.9,1.2,2.5,81.7,12.9,3365,21.6,15760,70,12.1,96800,13912,2.53,19553,39013,19.7,797,10793,-2.1,2505,3856,0,0,0,0,0,17,1225562,0,469720,13316,50320,17,764.72,46.5,"Rep"
"982",38023,38634,-1.6,38634,6.4,25.5,17.8,50.5,96.1,0.5,1.1,0.5,0.1,1.7,7.1,89.8,85.4,2.5,6.8,84.5,15.4,3803,21.6,16542,72.9,10,93700,14817,2.55,19060,39334,18.6,702,6852,2.7,2546,3356,0,0,1.3,0,0,0,608675,63715,419502,11171,20500,14,611.74,63.2,"Rep"
"983",10138,10211,-0.7,10211,5.8,22.8,18,50,94.2,3.3,0.3,0.4,0.1,1.8,1.6,92.8,87.7,1.7,7,87.4,12.5,815,24.1,4497,74.2,10.2,82300,3936,2.39,19317,42071,15,187,1874,-2.9,633,639,0,0,0,0,0,0,0,0,59309,5933,0,7,505.04,20.2,"Rep"
"984",54249,52565,3.2,52566,6.8,26.4,12.4,49.8,95.3,2,0.4,0.6,0.1,1.7,2.2,93.4,87.8,1.6,2.6,85.2,14.2,3873,34.1,21080,78.1,7,149400,18714,2.8,22063,52835,13.6,896,7764,-3,3304,4330,0,0,0,0,0,21,528261,91753,433169,8413,31065,50,626.56,83.9,"Rep"
"985",12311,12761,-3.5,12761,5.6,23.8,20.2,51.4,97.2,0.8,0.3,0.3,0,1.3,1.9,95.6,91.1,1.5,3.1,87.5,12.7,902,17.7,6383,76.7,6.3,68600,4854,2.56,21015,38250,15.1,290,3143,-4,948,1001,0,0,0,0,0,0,166854,38879,117732,9230,9272,0,615.56,20.7,"Rep"
"986",15053,15195,-0.9,15195,5.8,21.1,19.3,55.9,94.6,3.2,0.5,0.4,0,1.3,1.8,93,86.3,0.8,2,87,17.5,1301,16.4,6738,70.8,12.3,98500,5660,2.42,21011,40116,17.8,402,4735,-3,981,1364,0,0,0,0,0,30.1,130272,86240,234535,16582,17366,17,532.33,28.5,"Rep"
"987",15479,15566,-0.6,15566,5.9,23.7,21,50.9,94.9,2.3,0.3,0.5,0.1,1.8,1.3,94,91.2,0.5,2.7,85.8,15.3,1395,20.8,7615,76.8,8.6,83600,6389,2.38,20054,38443,16.2,340,3267,-0.8,1084,1687,0,0,0,0,0,30.4,0,50614,156455,10118,15206,4,801.23,19.4,"Rep"
"988",12368,12225,1.2,12226,5.9,23.3,19.2,50.8,97,0.5,0.4,1,0,1.1,2.1,95.3,88.3,1.4,4.3,75,7.7,1038,25.7,5930,76.1,7.9,86100,4603,2.64,17316,35870,21.4,284,2937,6.6,744,792,0,0,0,0,0,0,0,6904,106559,8661,6690,5,494.39,24.7,"Rep"
"989",9013,9178,-1.8,9176,4.6,21.9,19.3,49.7,97.2,0.5,0.6,0.3,0,1.3,1.1,96.2,87.2,1.3,2,82.7,16.5,912,28.2,4565,77.3,7.1,116300,3749,2.4,22026,42566,16.7,134,1075,2.6,597,717,0,0,0,0,0,0,0,7401,46261,5125,2635,0,526.98,17.4,"Rep"
"990",28920,28781,0.5,28781,6.3,23.5,16.9,51.6,91.5,5.2,0.2,0.8,0.1,2.2,1.6,90.2,84.8,1.4,2.5,84.1,18.5,2196,19.5,12884,68.1,16.2,102200,11203,2.42,21909,42046,16.2,838,11663,-0.8,1677,2150,0,0,0,0,0,21.5,0,114413,422995,15033,41812,43,436.92,65.9,"Rep"
"991",3719,3785,-1.7,3785,5.5,24.1,20.8,49.8,97.3,0.2,0.5,0.6,0,1.3,1,96.5,85.7,1.4,7.6,87.7,12.9,364,21.1,2116,77.7,8.1,67600,1575,2.34,20178,40272,20.3,72,407,-7.5,258,289,0,0,0,0,0,0,0,0,20164,5850,647,0,453.84,8.3,"Rep"
"992",25141,24748,1.6,24748,6,23.6,18,50.1,96.6,0.6,0.6,0.4,0.2,1.7,1.9,95,85.9,1.1,2,84.8,14.5,2496,28.8,12731,77.1,13,112000,10034,2.45,19385,35507,20.9,656,5944,-1.5,1632,2115,0,0,0,0,0,18.4,74805,68853,451776,18214,30047,85,592.6,41.8,"Rep"
"993",14232,14358,-0.9,14358,6.6,22.4,16.2,46.6,73.6,24.7,0.3,0.2,0,1.2,2,71.9,79.3,1,1.5,71.6,9.8,1020,18.6,5702,63.9,11.6,60600,5227,2.5,15558,29787,26.9,259,2411,2.9,610,715,0,0,0,0,0,28,0,235151,161504,11946,10000,7,411.58,34.9,"Rep"
"994",8707,8840,-1.5,8840,5.2,22.6,20.8,49.4,94.7,2.8,0.5,0.4,0,1.6,1.2,93.6,85.8,0.5,3.4,87.6,13.1,855,25.9,4819,75.9,6.3,89500,3497,2.46,20331,40657,14.7,197,1383,3.8,565,0,0,0,0,0,0,0,0,36552,47986,5219,4383,4,647.65,13.6,"Rep"
"995",11841,12236,-3.2,12236,6,22.8,19.8,50.1,96.1,1.6,0.3,0.4,0,1.5,1.6,94.7,82.7,0.7,1.3,80.8,12.1,1125,28.3,6159,75.3,8.6,101500,5091,2.31,20991,40236,17.5,258,2110,-0.8,830,1094,0,0,0,0,0,17.5,121656,117151,81503,6829,6008,20,536.25,22.8,"Rep"
"996",58598,58112,0.8,58114,6.3,24.4,17.4,50.3,91,1,2.4,1.6,0.9,3,5,86.8,83.2,3.6,6.8,85.4,18.1,4532,20.9,24333,74.9,7.1,107700,22045,2.61,22341,42268,15,1297,20107,-2.2,3787,5599,0,1.5,0,0,0,21.2,646652,491844,605682,10809,69583,37,624.77,93,"Rep"
"997",13703,13885,-1.3,13878,5.7,23.6,16.7,48.1,98.5,0.3,0.3,0.2,0.1,0.7,0.7,97.9,92.9,0.4,2.2,88.6,15.4,1125,26,6542,82.2,7.5,123100,5168,2.63,22629,51408,8.7,266,2897,3.4,913,0,0,0,0,0,0,0,433058,26739,132832,9940,4114,0,604.35,23,"Rep"
"998",9492,9723,-2.4,9723,4.7,19.7,26.3,49.5,97,0.3,0.8,0.1,0,1.7,1.7,95.7,89.3,0.4,2.1,82.8,12.5,1374,29.7,5616,79.1,3.7,89900,4063,2.35,17215,32078,20,171,900,-7.3,761,0,0,0,0,0,0,0,0,0,45982,4913,6403,5,744.97,13.1,"Rep"
"999",17650,18296,-3.5,18296,7.7,26.9,15.3,52.7,71,26.7,0.5,0.4,0.1,1.4,2.2,69.3,84,0.8,1.6,72.5,10,1264,15.5,8110,54.9,18.1,64300,6941,2.58,16881,28889,29.3,432,4399,-5.2,824,1043,0,0,0,0,0,41.9,0,382627,209476,11275,14371,8,492.54,37.1,"Rep"
"1000",19202,18971,1.2,18971,6,24,16.6,49.9,97.2,0.6,0.5,0.6,0.1,1,2.1,95.5,88.5,1.8,3.5,82.8,14.6,1546,21.5,8598,77.8,9.8,123100,7511,2.49,23435,47876,12,476,9653,1,1220,1584,0,0,0,0,0,19.3,711618,97342,263521,14060,20242,34,474.35,40,"Rep"
"1001",42225,42201,0.1,42201,6.9,25.1,15.3,50.6,92.9,3.4,0.7,0.7,0.3,1.9,8.3,85.5,82.2,6.6,12.2,81.8,15.2,3559,19.4,18188,69.6,14.2,98200,16212,2.55,19709,38580,18.4,1002,17656,-1.7,2527,3399,0,0,0,0,0,21.2,1535848,169425,547263,13415,55361,18,682.22,61.9,"Rep"
"1002",44847,45154,-0.7,45156,5.8,21.1,14.9,47.6,90.9,2.4,0.8,3.3,0.1,2.4,2.5,88.9,77.9,4,5.1,86.8,27.2,4190,19.2,19766,61.3,22.5,111700,16699,2.5,21173,41964,18.1,1125,13296,0.7,2568,3050,1.3,0,0,0,0,29.3,454757,103508,632535,14900,73609,114,671.78,67.2,"Rep"
"1003",18541,18516,0.1,18516,5.9,21.9,16.5,44.8,90.4,7.6,0.3,0.3,0,1.4,2.2,88.4,84.2,0.9,3.4,78.9,10.3,1843,21.3,7828,74.1,11.3,90100,6559,2.48,18650,39850,15.1,398,4230,0.6,1127,1252,0,0,0,0,0,26.8,308929,252229,161331,8746,11303,12,670.44,27.6,"Rep"
"1004",94788,89322,6.1,89322,6.1,23.9,13,50.6,87.4,6.4,0.6,2.7,0.5,2.5,5.7,82.5,82.3,5.8,7.3,94.2,39.2,7457,23.3,40155,64.3,28.1,184900,36781,2.45,35143,67721,7.4,2244,37383,-3.9,6798,8768,3.4,0,3.2,0,2.1,29.4,2077389,3535450,1737430,19821,465596,228,420.19,212.6,"Rep"
"1005",53436,52274,2.2,52274,7.3,22.7,7.6,43.2,77.8,12.8,1,3,0.7,4.7,10.7,69.4,59.3,5.3,12.3,90.1,21.4,7259,18.6,18760,53.3,21.4,121600,15747,2.74,20863,49820,12.8,711,8632,1.3,1991,2698,2.8,0,0,0,0,28,0,18216,376475,8479,74338,72,547.1,95.5,"Rep"
"1006",4829,4979,-3,4979,4.9,21.3,23.6,49.1,98.1,0.3,0.2,0.5,0,1,1.4,96.8,87.4,1.1,1.9,84.7,13.7,506,22,2964,74.6,7.5,100300,2230,2.18,19397,36713,18.8,84,602,4.5,438,503,0,0,0,0,0,0,0,0,38629,7916,453,3,517.32,9.6,"Rep"
"1007",10255,10167,0.9,10167,5.2,21.8,19.3,49.6,96.8,1.2,0.3,0.4,0.1,1.2,1.2,95.7,91.5,0.1,0.9,89.6,13.3,1042,21.5,5136,81.5,8.6,108400,4044,2.5,23299,47969,9.9,206,2429,-2.8,678,828,0,0,0,0,0,18.2,0,0,60215,6189,3626,0,469.78,21.6,"Rep"
"1008",25072,25414,-1.3,25414,5.8,22.1,15.4,47.5,90.9,5.9,0.4,0.6,0,2.2,1.9,89.3,85.1,0.4,1.5,84.6,13.6,2006,20.9,10659,71.4,9.5,84600,8925,2.59,17587,37203,19.4,555,7321,-6.8,1365,1726,0,0,0,0,0,0,196853,0,293462,11460,21767,14,482.68,52.7,"Rep"
"1009",6565,6694,-1.9,6696,5,20.8,22.7,48.8,95.8,0.9,0.9,0.2,0,2.2,1.5,94.6,88.7,0.3,0.8,77.1,6.7,669,25,4000,77.6,3.2,86100,2664,2.44,18449,34496,24.4,180,1258,2.9,442,547,0,0,0,0,0,0,0,8302,28708,4484,4126,1,808.48,8.3,"Rep"
"1010",13969,14100,-0.9,14100,6.9,22.7,19.6,50.7,96.4,0.7,0.9,0.4,0,1.6,1.2,95.4,84.8,0.8,1.4,75.2,10.7,1317,22,6532,71.9,4.8,76200,5544,2.52,16408,32291,24.6,421,2460,-0.6,854,1117,0,0,0,0,0,24.2,0,7953,92395,6815,5678,6,629.54,22.4,"Rep"
"1011",38903,39187,-0.7,39191,6.9,23.9,16.5,51.4,85.7,11.7,0.3,0.5,0,1.7,2.2,83.9,85.1,0.8,1.7,80.3,14.6,3010,19.2,17023,69.2,11,96600,15169,2.55,20825,40651,19.1,1056,14120,3.2,2226,2917,0,0,0,0,0,25,976857,252385,358429,8780,0,71,419.99,93.3,"Rep"
"1012",8329,8441,-1.3,8441,5.5,22.2,19.6,50.1,95.8,0.4,1,0.3,0,2.5,1.8,94.2,91.7,0.5,2.4,81,11.2,710,20.9,4124,78.1,4,80300,3220,2.57,16862,31132,25.2,162,1060,5.2,757,1306,0,0,0,0,0,0,0,14335,26168,3137,4419,0,1003.82,8.4,"Rep"
"1013",6108,6373,-4.2,6373,5.8,23.1,20.6,50.3,97.7,0.7,0.3,0.2,0.1,0.9,1.6,96.4,90.8,1,2.8,89.5,12.7,499,22.4,3179,71,8,71500,2597,2.31,19331,35938,18.4,161,1142,-2.6,494,684,0,0,0,0,0,15.8,0,30529,49094,7606,1680,2,500.86,12.7,"Rep"
"1014",379493,360485,5.3,360485,6.1,24.3,13.2,50.9,90.7,4.7,0.3,2.5,0.1,1.8,3.1,87.9,89.1,3.7,6.2,93.6,35.1,27143,24.9,147221,80.3,15.6,189100,135974,2.64,31586,71077,5.8,8092,121402,2.6,23420,28083,2,0.2,2.1,0,0.8,27.9,6532751,9325599,4408513,12822,537680,2646,560.44,643.2,"Rep"
"1015",9457,9805,-3.5,9805,4.9,19,26.1,49.3,96.3,0.7,0.8,0.2,0,1.9,2.3,94.4,86.5,0.7,4.3,81.3,12.1,1004,22.8,5573,77.6,4.2,81600,4139,2.28,17337,31539,21.8,176,1344,-5.5,680,1039,0,0,0,0,0,28.3,0,0,64746,6861,5420,3,669.98,14.6,"Rep"
"1016",1001876,998883,0.3,998954,5.8,22.3,16.5,52.6,69.9,23.9,0.2,4,0,2,2.7,67.6,86.2,6.7,8.7,92.1,40.6,70308,23.4,438081,71,22.7,174500,403293,2.43,34795,58910,10.9,30847,559606,2.5,72436,91810,10.5,0.2,3.6,0,1.1,27.2,22654565,27366632,17237496,17347,2440721,1062,507.8,1967.2,"Dem"
"1017",29867,29968,-0.3,29968,5.6,22.3,19,51.3,97,1.2,0.5,0.3,0,1.1,1.7,95.6,84.9,0.4,1.7,79.8,13.3,2906,21.4,13600,71.7,8.3,83800,12224,2.39,22967,37965,15,713,8512,0.6,1935,2604,0,0,0,0,0,22.2,887974,196305,436085,14717,20526,22,823.22,36.4,"Rep"
"1018",31104,32202,-3.4,32202,4.2,17.6,27.4,51.1,96.8,0.5,0.7,0.4,0,1.5,2,95.2,85.9,1.1,1.8,84.9,15.2,3752,28.2,20542,78.6,11.7,145000,13320,2.37,21733,40850,17.1,679,3617,-0.8,2681,3488,0,0,0,0,0,27,0,14165,222907,7087,47618,132,464.03,69.4,"Rep"
"1019",54230,51675,4.9,51675,5.8,21.2,19.7,51.5,94.4,1.4,0.9,1,0.1,2.1,5.5,89.6,77.8,4.3,6.2,84.7,18.6,5347,19.8,30119,63.2,31.5,129100,20698,2.45,20231,38461,18.8,1754,23978,0.7,4286,6694,0,0,1,0,0,22.8,0,76049,833027,18157,360747,106,632.44,81.7,"Rep"
"1020",25642,26008,-1.4,26008,5.6,21.4,19.5,47.9,93,3.7,0.8,0.4,0.1,2,2.2,91.1,84.2,0.7,2.1,82.9,12,2703,27.5,11579,75.3,6.9,98000,9370,2.58,17868,36082,21.4,479,4210,-0.3,1696,2515,0,0,0,0,0,15.6,214691,50665,167843,6845,10980,0,1177.27,22.1,"Rep"
"1021",21001,21159,-0.7,21159,6.3,24.5,17.7,51.2,95.9,0.8,0.8,0.6,0.1,1.8,2,94.2,85.2,1.6,3.2,84.9,13.2,1561,17.9,9467,69.7,10.3,83700,7999,2.51,19734,38679,21,560,6035,6.4,1346,1846,0,0,1.6,0,0,26.5,0,61170,200581,10004,18697,20,826.4,25.6,"Rep"
"1022",33253,32513,2.3,32513,6.2,24.4,16.6,50.1,94.6,2.4,0.5,0.6,0.1,1.8,3.2,91.9,87.1,2.1,3.7,84.3,16,2884,30.8,14920,79.4,7.5,151300,12572,2.57,24692,50830,13.4,588,5845,0,1982,2815,0,0,0,0,0,21.6,297421,0,317983,10438,22441,75,428.6,75.9,"Rep"
"1023",25077,25196,-0.5,25195,5.8,23.1,15.4,48.4,95.4,2.4,0.5,0.3,0,1.4,1.3,94.4,89.8,1.1,2.6,71.6,8.4,2288,33.1,10858,76.3,5.2,73000,9199,2.61,17703,34702,23.4,457,3256,8.3,1008,1374,0,0,0,0,0,0,104179,0,124339,5116,17311,1,759.91,33.2,"Rep"
"1024",13452,13523,-0.5,13521,6,20.8,21.9,50.2,96.8,0.7,0.5,0.3,0,1.7,1.4,95.6,86.7,0.3,1,77.1,10.3,1314,26.1,7976,75.1,3.1,75100,5589,2.37,18970,33159,21.9,256,1581,0.3,685,797,0,0,0,0,0,23.6,0,29839,65784,5255,4414,0,759.18,17.8,"Rep"
"1025",2073,2171,-4.5,2171,5.9,20.4,24.3,50.1,97.6,0.8,0.3,0.3,0,1,1.3,96.5,89.3,0.2,0.9,92.9,15.6,221,26.5,1271,76.3,7.4,57900,940,2.2,22967,39348,13.2,51,229,19.3,211,204,0,0,0,0,0,0,0,7737,13164,6359,526,0,266.61,8.1,"Rep"
"1026",31737,32297,-1.7,32297,5.8,21.2,16.7,49.5,44.6,53.4,0.4,0.5,0,1,8,37.6,90.8,4.4,5,78.8,17.5,2028,19.8,14617,68,11.7,80900,12087,2.54,17544,27381,28.4,817,10418,-2.5,2360,2409,23.3,0,0,0,0,13.4,0,0,427733,13528,98002,3,462.41,69.8,"Dem"
"1027",37380,37057,0.9,37057,6.2,23.8,17.1,51.1,85.7,12.5,0.3,0.4,0,1,3.1,82.9,85.8,1.4,2.9,78.5,17.4,2377,20.5,17106,71.1,9.3,84300,14679,2.5,19145,33600,20.8,782,11780,-0.4,2465,2909,0,0,0.9,0,0,18.2,944585,0,527641,14756,42518,10,400.04,92.6,"Rep"
"1028",12629,13128,-3.8,13131,5.9,21.1,21,51.4,57.9,40.9,0.2,0.1,0,0.8,1,57.3,94.3,0.4,1.3,74.7,11.6,726,35.8,6632,85.3,1.9,70300,5212,2.49,16977,30750,25.7,165,1210,4.8,811,992,0,0,0,0,0,0,0,17879,36342,2727,1322,1,730.1,18,"Rep"
"1029",19163,19564,-2,19564,7,25.1,19.5,52.8,56.4,42.3,0.3,0.3,0,0.6,2,54.8,87,1.2,1.7,73.2,16,1408,27.5,9126,73.6,6.1,71200,7185,2.65,18422,31641,27.7,334,4528,-4.5,1215,1577,0,0,0,0,0,27.1,319485,37028,171350,8756,13697,5,734.98,26.6,"Rep"
"1030",8296,8730,-5,8729,5.2,22.4,17.9,50,62.2,36.2,0.4,0.1,0,1,2.5,60.2,89.4,1.1,2.5,73,9.9,412,35.3,4195,81.7,2,81200,3195,2.69,18597,31060,24.1,57,928,10.5,573,528,0,0,0,0,0,0,0,0,25101,3141,0,2,406.62,21.5,"Rep"
"1031",33768,34147,-1.1,34145,7.5,25.6,13.7,53.2,33.8,64.7,0.2,0.7,0.1,0.6,2.2,32.3,83.7,1.5,3,73.8,21.2,1434,17.8,14301,56.4,19.5,83500,12301,2.64,16462,28599,34.3,735,8683,2,1953,2240,28.9,0,2.1,0,0,31.4,287016,0,303409,8116,31055,22,876.57,39,"Dem"
"1032",14745,14962,-1.5,14962,6.3,24.2,17.6,51.9,70.5,28,0.2,0.1,0,1.1,5.6,65.5,85.7,3.2,5.3,68.2,9.5,805,23.7,6923,70.5,6.6,61500,5944,2.46,17034,30000,23.7,257,2654,-2.7,955,1101,0,0,0,0,0,27.2,235326,29012,94108,6445,2525,2,586.57,25.5,"Rep"
"1033",17313,17392,-0.5,17392,6.8,25,15.6,51.9,54.2,43.9,0.3,0.4,0.1,1,3.9,51.2,88.2,1.5,3.4,72,10,657,25.2,7507,73.2,9,64600,6614,2.58,16677,31061,25.3,343,5231,-4.2,1090,1467,0,0,0,0,0,25.4,427185,101537,128019,6785,11476,3,501.78,34.7,"Rep"
"1034",8294,8548,-3,8547,5.6,22.5,19.2,51.6,68.6,29.5,0.3,0.3,0.1,1.2,1.3,67.7,85.5,0.1,0.7,78.3,12.6,632,28,4154,71.4,6.9,70600,3378,2.43,17145,29876,24.1,120,1212,2.1,659,469,0,0,0,0,0,0,0,0,30814,3424,1666,0,418.18,20.4,"Rep"
"1035",9080,9598,-5.4,9604,6.1,21.9,14.3,52.5,14.3,84.1,0.2,0.7,0,0.8,1.2,13.8,93.8,0.8,1.5,80.9,18.6,341,23.3,4221,80,3.6,54500,3190,2.84,12177,23689,33.1,111,0,0,329,310,40,0,0,0,0,14.5,0,0,39271,3675,4726,0,487.41,19.7,"Dem"
"1036",16299,16732,-2.6,16732,5.5,23.1,18.5,52.7,64.4,34.2,0.4,0.2,0,0.7,1.1,63.5,93.3,0.3,0.8,77,11.7,1359,30.2,7874,84.1,3.7,59900,6305,2.62,18066,31362,23.4,229,2520,-9.8,968,1413,0,0,0,0,0,17.3,0,0,58099,3346,4486,0,691.55,24.2,"Rep"
"1037",20225,20634,-2,20634,6.1,24.2,16.3,53,40.2,58.6,0.2,0.2,0,0.7,1.4,39.4,88.8,0.5,1.9,79.1,17.9,1220,22.8,9194,71.3,12.1,80600,7750,2.61,18273,30764,26.4,356,4090,-3.2,1273,1424,0,0,0,0,0,25.2,392963,0,126026,6037,15843,6,410.08,50.3,"Dem"
"1038",24807,26151,-5.1,26151,8.2,27.6,13.3,53.9,23.5,74.9,0.1,0.7,0,0.7,1.5,22.6,86.3,0.5,1.2,76.6,17.5,1198,19.5,10750,53.3,21.9,55600,9464,2.66,15742,26407,38.2,555,6625,-2.9,1768,2027,33,0,0,0,0,27.5,0,0,260323,9448,120568,6,552.44,47.3,"Dem"
"1039",28797,29449,-2.2,29449,6.4,23.6,15.4,51.6,47.1,51.4,0.2,0.4,0,1,2.8,44.9,91.9,2.3,3.6,79.6,13.5,1785,25.3,12113,76.3,3.4,74100,9897,2.83,18318,35421,26.3,437,5924,-2.9,1665,1803,19.7,2.3,0,0,1.5,21.5,0,0,143069,4889,15675,6,777.24,37.9,"Dem"
"1040",170913,161264,6,161252,6.3,26.7,11.8,51.5,71.9,24.9,0.3,1.4,0.1,1.4,4.9,67.5,85.9,3.6,5.3,88.6,21.6,11011,25.1,63932,75.1,12,152600,57979,2.82,25176,58505,9.8,2613,46136,0.8,11583,12573,13,0,1.8,0,1.5,28.5,1663506,1676805,2069453,13825,256752,990,476.15,338.7,"Rep"
"1041",76330,74932,1.9,74934,6.8,23.1,12.7,52.2,60,37,0.4,1.1,0.1,1.4,3.2,57.5,78.9,2.8,4.2,83.8,27,5360,20.8,32602,56.5,25,117500,27822,2.58,19736,36726,27.6,1853,31976,3.3,5162,5646,12.4,0,1.9,0,0,24.8,883448,424129,2121634,26812,158846,165,466.31,160.7,"Rep"
"1042",7833,8118,-3.5,8118,5.6,24.5,17.8,51.2,63.2,35.5,0.2,0.1,0,0.9,0.8,62.7,94,0.3,1.1,81.1,11.3,589,39.8,4157,79.6,3.2,63700,3311,2.39,24234,32372,23,117,1123,0,448,524,0,0,0,0,0,0,0,0,20884,2507,0,0,563.78,14.4,"Rep"
"1043",23303,22579,3.2,22578,7.3,26.2,14.5,49.5,89.8,8.5,0.4,0.3,0,0.9,2.2,87.8,86.4,1.8,2.1,83.8,10.3,1630,35.2,9357,84.2,2.2,94400,7842,2.83,20217,43958,18.6,310,3508,7.8,1291,2033,4.9,0,0,0,0,21.3,0,0,231543,10510,13432,0,478.71,47.2,"Rep"
"1044",14326,14395,-0.5,14400,4.8,20,12.9,40.5,71.5,27.2,0.4,0.1,0,0.8,1,70.6,83.4,0.8,2.6,75.7,7.8,1153,37.6,5123,87.4,5.5,83200,4117,2.74,14463,36888,18.2,122,709,-4.8,638,783,0,0,0,0,0,0,0,27584,39126,2857,1698,0,712.76,20.2,"Rep"
"1045",45949,44014,4.4,43929,5.4,22.1,17.3,50.9,87.8,8.4,0.6,1.1,0.1,2,3.6,84.7,85.2,3.6,5.2,85.4,22,4397,29.1,23604,75.3,12,133900,18145,2.43,22621,44522,18.7,686,9779,-0.9,3200,4258,0,0,3.3,0,0,0,0,0,383192,9642,133842,502,473.75,92.7,"Rep"
"1046",243729,245365,-0.7,245285,6.7,25.2,12.1,53.2,27.3,70.8,0.2,0.8,0,0.9,1.6,26.2,84.8,1.9,3.1,85.1,27.4,14001,21.3,104082,59.3,23.6,106400,87844,2.71,20448,37626,25.3,5446,98058,-0.3,19824,21768,37.5,0,1.8,0,0.4,33.5,1406186,2118836,2992625,12021,403797,611,869.74,282,"Dem"
"1047",18459,19478,-5.2,19198,7.7,26.8,13.5,52.2,16.6,82.2,0.1,0.5,0,0.6,0.9,16.4,91.9,0.2,0.6,71.4,12.7,574,25.7,8415,71,7.3,49000,6511,2.81,12113,22325,43.5,246,2068,1.2,1148,1086,39.7,0,0,0,0,25.9,207973,31091,114372,5599,5530,7,756.7,25.4,"Dem"
"1048",1397,1406,-0.6,1406,3.2,15,13.7,40.6,35,63.9,0.4,0.6,0,0.1,0.9,34.4,79.3,0,0.1,56.4,5.3,85,26.9,558,67.5,12,60800,461,2.38,13731,24767,32.5,8,65,27.5,71,40,0,0,0,0,0,0,0,0,0,0,0,1,413.05,3.4,"Dem"
"1049",23527,23401,0.5,23401,6,21.9,17.4,50.9,91.9,6.8,0.3,0.3,0,0.7,1.4,90.7,87.2,0.2,2.2,76.7,13.5,1526,23.6,10167,79,3.2,79300,8859,2.53,18106,36073,15.7,346,4709,1.7,1287,2007,0,0,0,0,0,25.3,0,59439,135017,5876,12294,1,532.79,43.9,"Rep"
"1050",141137,139668,1.1,139668,5.9,24.2,14.2,50.9,73.3,22.1,0.4,2.3,0.1,1.8,5.5,68.5,85.6,3.5,6.4,86.3,19.6,14074,24.3,61115,70.8,14.4,123300,50007,2.77,23879,48943,15.9,2241,43812,3.4,8646,9245,12.5,0.6,3.8,0,0,30.6,0,0,1305043,9964,178044,327,722.75,193.2,"Rep"
"1051",16601,17062,-2.7,17062,6.8,23.5,18,51.3,46.4,52.4,0.2,0.2,0.1,0.7,1.2,45.6,93.7,0.6,1.1,76.6,12.9,1001,26,8217,79.3,3.4,72700,7015,2.38,18075,31170,22.1,215,3442,-2,887,1100,0,0,0,0,0,31.9,256511,89451,68927,3839,4405,1,676.24,25.2,"Dem"
"1052",7599,7732,-1.7,7726,6.8,23.2,13.9,50.2,14.1,85.1,0.2,0,0.1,0.5,0.5,14,94,0,0.4,79.7,19.9,304,24.6,3677,71.5,9.5,61500,2520,2.84,12723,26028,40,60,713,-2.2,491,552,0,0,0,0,0,53.1,0,0,18620,2073,0,0,519.93,14.9,"Dem"
"1053",11822,12480,-5.3,12487,5.9,21,19.3,52.4,38.7,59.9,0.3,0.2,0,0.9,1.2,37.9,92.8,0.8,1.2,78,14.4,600,32.7,5879,78.8,5.8,78300,4895,2.48,16216,27186,27,152,1020,-0.3,812,962,32.2,0,0,0,0,0,0,0,57305,4508,6156,0,408.44,30.6,"Dem"
